gene,genome_id1,genome_id2,dxy
malK_7,g11,g19,0
malK_7,g13,g4,2
malK_7,g13,g5,2
malK_7,g13,g6,2
malK_7,g13,g8,2
malK_7,g13,g9,2
malK_7,g13,g16,2
malK_7,g13,g17,2
malK_7,g13,g19,0
malK_7,g16,g4,0
malK_7,g16,g5,0
malK_7,g16,g6,0
malK_7,g16,g8,0
malK_7,g16,g9,0
malK_7,g16,g17,0
malK_7,g16,g19,2
malK_7,g17,g4,0
malK_7,g17,g5,0
malK_7,g17,g6,0
malK_7,g17,g8,0
malK_7,g17,g9,0
malK_7,g17,g19,2
malK_7,g19,g4,2
malK_7,g19,g5,2
malK_7,g19,g6,2
malK_7,g19,g8,2
malK_7,g19,g9,2
malK_7~~~malK_1,g4,g5,0
malK_7~~~malK_1,g4,g6,3
malK_7~~~malK_1,g4,g8,0
malK_7~~~malK_1,g4,g9,0
malK_7~~~malK_1,g5,g6,3
malK_7~~~malK_1,g5,g8,0
malK_7~~~malK_1,g5,g9,0
malK_7~~~malK_1,g6,g8,3
malK_7~~~malK_1,g6,g9,3
malK_7~~~malK_1,g8,g9,0
malK_7~~~malK_1,g11,g4,2
malK_7~~~malK_1,g11,g5,2
malK_7~~~malK_1,g11,g6,1
malK_7~~~malK_1,g11,g8,2
malK_7~~~malK_1,g11,g9,2
malK_7~~~malK_1,g11,g13,0
malK_7~~~malK_1,g11,g16,2
malK_7~~~malK_1,g11,g17,2
malK_7~~~malK_1,g11,g19,1
malK_7~~~malK_1,g13,g4,2
malK_7~~~malK_1,g13,g5,2
malK_7~~~malK_1,g13,g6,1
malK_7~~~malK_1,g13,g8,2
malK_7~~~malK_1,g13,g9,2
malK_7~~~malK_1,g13,g16,2
malK_7~~~malK_1,g13,g17,2
malK_7~~~malK_1,g13,g19,1
malK_7~~~malK_1,g16,g4,0
malK_7~~~malK_1,g16,g5,0
malK_7~~~malK_1,g16,g6,3
malK_7~~~malK_1,g16,g8,0
malK_7~~~malK_1,g16,g9,0
malK_7~~~malK_1,g16,g17,0
malK_7~~~malK_1,g16,g19,3
malK_7~~~malK_1,g17,g4,0
malK_7~~~malK_1,g17,g5,0
malK_7~~~malK_1,g17,g6,3
malK_7~~~malK_1,g17,g8,0
malK_7~~~malK_1,g17,g9,0
malK_7~~~malK_1,g17,g19,3
malK_7~~~malK_1,g19,g4,3
malK_7~~~malK_1,g19,g5,3
malK_7~~~malK_1,g19,g6,0
malK_7~~~malK_1,g19,g8,3
malK_7~~~malK_1,g19,g9,3
malK_8,g4,g5,0
malK_8,g4,g6,0
malK_8,g4,g8,0
malK_8,g4,g9,0
malK_8,g5,g6,0
malK_8,g5,g8,0
malK_8,g5,g9,0
malK_8,g6,g8,0
malK_8,g6,g9,0
malK_8,g8,g9,0
malK_8,g11,g4,1
malK_8,g11,g5,1
malK_8,g11,g6,1
malK_8,g11,g8,1
malK_8,g11,g9,1
malK_8,g11,g13,0
malK_8,g11,g16,1
malK_8,g11,g17,2
malK_8,g11,g19,0
malK_8,g13,g4,1
malK_8,g13,g5,1
malK_8,g13,g6,1
malK_8,g13,g8,1
malK_8,g13,g9,1
malK_8,g13,g16,1
malK_8,g13,g17,2
malK_8,g13,g19,0
malK_8,g16,g4,0
malK_8,g16,g5,0
malK_8,g16,g6,0
malK_8,g16,g8,0
malK_8,g16,g9,0
malK_8,g16,g17,1
malK_8,g16,g19,1
malK_8,g17,g4,1
malK_8,g17,g5,1
malK_8,g17,g6,1
malK_8,g17,g8,1
malK_8,g17,g9,1
malK_8,g17,g19,2
malK_8,g19,g4,1
malK_8,g19,g5,1
malK_8,g19,g6,1
malK_8,g19,g8,1
malK_8,g19,g9,1
map_1,g4,g5,0
map_1,g4,g6,1
map_1,g4,g8,0
map_1,g4,g9,0
map_1,g5,g6,1
map_1,g5,g8,0
map_1,g5,g9,0
map_1,g6,g8,1
map_1,g6,g9,1
map_1,g8,g9,0
map_1,g11,g4,0
map_1,g11,g5,0
map_1,g11,g6,1
map_1,g11,g8,0
map_1,g11,g9,0
map_1,g11,g13,0
map_1,g11,g16,0
map_1,g11,g17,0
map_1,g11,g19,1
map_1,g13,g4,0
map_1,g13,g5,0
map_1,g13,g6,1
map_1,g13,g8,0
map_1,g13,g9,0
map_1,g13,g16,0
map_1,g13,g17,0
map_1,g13,g19,1
map_1,g16,g4,0
map_1,g16,g5,0
map_1,g16,g6,1
map_1,g16,g8,0
map_1,g16,g9,0
map_1,g16,g17,0
map_1,g16,g19,1
map_1,g17,g4,0
map_1,g17,g5,0
map_1,g17,g6,1
map_1,g17,g8,0
map_1,g17,g9,0
map_1,g17,g19,1
map_1,g19,g4,1
map_1,g19,g5,1
map_1,g19,g6,0
map_1,g19,g8,1
map_1,g19,g9,1
mauC,g4,g5,0
mauC,g4,g6,9
mauC,g4,g8,0
mauC,g4,g9,0
mauC,g5,g6,9
mauC,g5,g8,0
mauC,g5,g9,0
mauC,g6,g8,9
mauC,g6,g9,9
mauC,g8,g9,0
mauC,g11,g4,0
mauC,g11,g5,0
mauC,g11,g6,9
mauC,g11,g8,0
mauC,g11,g9,0
mauC,g11,g13,0
mauC,g11,g16,0
mauC,g11,g17,0
mauC,g11,g19,0
mauC,g13,g4,0
mauC,g13,g5,0
mauC,g13,g6,9
mauC,g13,g8,0
mauC,g13,g9,0
mauC,g13,g16,0
mauC,g13,g17,0
mauC,g13,g19,0
mauC,g16,g4,0
mauC,g16,g5,0
mauC,g16,g6,9
mauC,g16,g8,0
mauC,g16,g9,0
mauC,g16,g17,0
mauC,g16,g19,0
mauC,g17,g4,0
mauC,g17,g5,0
mauC,g17,g6,9
mauC,g17,g8,0
mauC,g17,g9,0
mauC,g17,g19,0
mauC,g19,g4,0
mauC,g19,g5,0
mauC,g19,g6,9
mauC,g19,g8,0
mauC,g19,g9,0
mcl2,g4,g5,0
mcl2,g4,g6,0
mcl2,g4,g8,0
mcl2,g4,g9,0
mcl2,g5,g6,0
mcl2,g5,g8,0
mcl2,g5,g9,0
mcl2,g6,g8,0
mcl2,g6,g9,0
mcl2,g8,g9,0
mcl2,g11,g4,1
mcl2,g11,g5,1
mcl2,g11,g6,1
mcl2,g11,g8,1
mcl2,g11,g9,1
mcl2,g11,g13,0
mcl2,g11,g16,1
mcl2,g11,g17,1
mcl2,g11,g19,0
mcl2,g13,g4,1
mcl2,g13,g5,1
mcl2,g13,g6,1
mcl2,g13,g8,1
mcl2,g13,g9,1
mcl2,g13,g16,1
mcl2,g13,g17,1
mcl2,g13,g19,0
mcl2,g16,g4,0
mcl2,g16,g5,0
mcl2,g16,g6,0
mcl2,g16,g8,0
mcl2,g16,g9,0
mcl2,g16,g17,0
mcl2,g16,g19,1
mcl2,g17,g4,0
mcl2,g17,g5,0
mcl2,g17,g6,0
mcl2,g17,g8,0
mcl2,g17,g9,0
mcl2,g17,g19,1
mcl2,g19,g4,1
mcl2,g19,g5,1
mcl2,g19,g6,1
mcl2,g19,g8,1
mcl2,g19,g9,1
mcm,g4,g5,0
mcm,g4,g6,8
mcm,g4,g8,0
mcm,g4,g9,1
mcm,g5,g6,8
mcm,g5,g8,0
mcm,g5,g9,1
mcm,g6,g8,8
mcm,g6,g9,7.000000000000001
mcm,g8,g9,1
mcm,g11,g4,19
mcm,g11,g5,19
mcm,g11,g6,21
mcm,g11,g8,19
mcm,g11,g9,18
mcm,g11,g13,0
mcm,g11,g16,18
mcm,g11,g17,18
mcm,g11,g19,19
mcm,g13,g4,19
mcm,g13,g5,19
mcm,g13,g6,21
mcm,g13,g8,19
mcm,g13,g9,18
mcm,g13,g16,18
mcm,g13,g17,18
mcm,g13,g19,19
mcm,g16,g4,1
mcm,g16,g5,1
mcm,g16,g6,7.000000000000001
mcm,g16,g8,1
mcm,g16,g9,0
mcm,g16,g17,0
mcm,g16,g19,1
mcm,g17,g4,1
mcm,g17,g5,1
mcm,g17,g6,7.000000000000001
mcm,g17,g8,1
mcm,g17,g9,0
mcm,g17,g19,1
mcm,g19,g4,2
mcm,g19,g5,2
mcm,g19,g6,8
mcm,g19,g8,2
mcm,g19,g9,1
mdh_1,g4,g5,0
mdh_1,g4,g6,0
mdh_1,g4,g8,0
mdh_1,g4,g9,0
mdh_1,g5,g6,0
mdh_1,g5,g8,0
mdh_1,g5,g9,0
mdh_1,g6,g8,0
mdh_1,g6,g9,0
mdh_1,g8,g9,0
mdh_1,g11,g4,3
mdh_1,g11,g5,3
mdh_1,g11,g6,3
mdh_1,g11,g8,3
mdh_1,g11,g9,3
mdh_1,g11,g13,0
mdh_1,g11,g16,3
mdh_1,g11,g17,3
mdh_1,g11,g19,0
mdh_1,g13,g4,3
mdh_1,g13,g5,3
mdh_1,g13,g6,3
mdh_1,g13,g8,3
mdh_1,g13,g9,3
mdh_1,g13,g16,3
mdh_1,g13,g17,3
mdh_1,g13,g19,0
mdh_1,g16,g4,0
mdh_1,g16,g5,0
mdh_1,g16,g6,0
mdh_1,g16,g8,0
mdh_1,g16,g9,0
mdh_1,g16,g17,0
mdh_1,g16,g19,3
mdh_1,g17,g4,0
mdh_1,g17,g5,0
mdh_1,g17,g6,0
mdh_1,g17,g8,0
mdh_1,g17,g9,0
mdh_1,g17,g19,3
mdh_1,g19,g4,3
mdh_1,g19,g5,3
mdh_1,g19,g6,3
mdh_1,g19,g8,3
mdh_1,g19,g9,3
mdh_2,g4,g5,0
mdh_2,g4,g6,0
mdh_2,g4,g8,0
mdh_2,g4,g9,0
mdh_2,g5,g6,0
mdh_2,g5,g8,0
mdh_2,g5,g9,0
mdh_2,g6,g8,0
mdh_2,g6,g9,0
mdh_2,g8,g9,0
mdh_2,g11,g4,0
mdh_2,g11,g5,0
mdh_2,g11,g6,0
mdh_2,g11,g8,0
mdh_2,g11,g9,0
mdh_2,g11,g13,0
mdh_2,g11,g16,1
mdh_2,g11,g17,1
mdh_2,g11,g19,0
mdh_2,g13,g4,0
mdh_2,g13,g5,0
mdh_2,g13,g6,0
mdh_2,g13,g8,0
mdh_2,g13,g9,0
mdh_2,g13,g16,1
mdh_2,g13,g17,1
mdh_2,g13,g19,0
mdh_2,g16,g4,1
mdh_2,g16,g5,1
mdh_2,g16,g6,1
mdh_2,g16,g8,1
mdh_2,g16,g9,1
mdh_2,g16,g17,0
mdh_2,g16,g19,1
mdh_2,g17,g4,1
mdh_2,g17,g5,1
mdh_2,g17,g6,1
mdh_2,g17,g8,1
mdh_2,g17,g9,1
mdh_2,g17,g19,1
mdh_2,g19,g4,0
mdh_2,g19,g5,0
mdh_2,g19,g6,0
mdh_2,g19,g8,0
mdh_2,g19,g9,0
mdtB_1~~~oqxB5,g4,g5,0
mdtB_1~~~oqxB5,g4,g6,0
mdtB_1~~~oqxB5,g4,g8,0
mdtB_1~~~oqxB5,g4,g9,0
mdtB_1~~~oqxB5,g5,g6,0
mdtB_1~~~oqxB5,g5,g8,0
mdtB_1~~~oqxB5,g5,g9,0
mdtB_1~~~oqxB5,g6,g8,0
mdtB_1~~~oqxB5,g6,g9,0
mdtB_1~~~oqxB5,g8,g9,0
mdtB_1~~~oqxB5,g11,g4,1
mdtB_1~~~oqxB5,g11,g5,1
mdtB_1~~~oqxB5,g11,g6,1
mdtB_1~~~oqxB5,g11,g8,1
mdtB_1~~~oqxB5,g11,g9,1
mdtB_1~~~oqxB5,g11,g13,0
mdtB_1~~~oqxB5,g11,g16,1
mdtB_1~~~oqxB5,g11,g17,1
mdtB_1~~~oqxB5,g11,g19,0
mdtB_1~~~oqxB5,g13,g4,1
mdtB_1~~~oqxB5,g13,g5,1
mdtB_1~~~oqxB5,g13,g6,1
mdtB_1~~~oqxB5,g13,g8,1
mdtB_1~~~oqxB5,g13,g9,1
mdtB_1~~~oqxB5,g13,g16,1
mdtB_1~~~oqxB5,g13,g17,1
mdtB_1~~~oqxB5,g13,g19,0
mdtB_1~~~oqxB5,g16,g4,0
mdtB_1~~~oqxB5,g16,g5,0
mdtB_1~~~oqxB5,g16,g6,0
mdtB_1~~~oqxB5,g16,g8,0
mdtB_1~~~oqxB5,g16,g9,0
mdtB_1~~~oqxB5,g16,g17,0
mdtB_1~~~oqxB5,g16,g19,1
mdtB_1~~~oqxB5,g17,g4,0
mdtB_1~~~oqxB5,g17,g5,0
mdtB_1~~~oqxB5,g17,g6,0
mdtB_1~~~oqxB5,g17,g8,0
mdtB_1~~~oqxB5,g17,g9,0
mdtB_1~~~oqxB5,g17,g19,1
mdtB_1~~~oqxB5,g19,g4,1
mdtB_1~~~oqxB5,g19,g5,1
mdtB_1~~~oqxB5,g19,g6,1
mdtB_1~~~oqxB5,g19,g8,1
mdtB_1~~~oqxB5,g19,g9,1
mdtC_2,g4,g5,0
mdtC_2,g4,g6,0
mdtC_2,g4,g8,0
mdtC_2,g4,g9,1
mdtC_2,g5,g6,0
mdtC_2,g5,g8,0
mdtC_2,g5,g9,1
mdtC_2,g6,g8,0
mdtC_2,g6,g9,1
mdtC_2,g8,g9,1
mdtC_2,g11,g4,2
mdtC_2,g11,g5,2
mdtC_2,g11,g6,2
mdtC_2,g11,g8,2
mdtC_2,g11,g9,3
mdtC_2,g11,g13,1
mdtC_2,g11,g16,2
mdtC_2,g11,g17,2
mdtC_2,g11,g19,1
mdtC_2,g13,g4,1
mdtC_2,g13,g5,1
mdtC_2,g13,g6,1
mdtC_2,g13,g8,1
mdtC_2,g13,g9,2
mdtC_2,g13,g16,1
mdtC_2,g13,g17,1
mdtC_2,g13,g19,0
mdtC_2,g16,g4,0
mdtC_2,g16,g5,0
mdtC_2,g16,g6,0
mdtC_2,g16,g8,0
mdtC_2,g16,g9,1
mdtC_2,g16,g17,0
mdtC_2,g16,g19,1
mdtC_2,g17,g4,0
mdtC_2,g17,g5,0
mdtC_2,g17,g6,0
mdtC_2,g17,g8,0
mdtC_2,g17,g9,1
mdtC_2,g17,g19,1
mdtC_2,g19,g4,1
mdtC_2,g19,g5,1
mdtC_2,g19,g6,1
mdtC_2,g19,g8,1
mdtC_2,g19,g9,2
mdtC_3~~~mdtC_1,g4,g5,0
mdtC_3~~~mdtC_1,g4,g6,1
mdtC_3~~~mdtC_1,g4,g8,0
mdtC_3~~~mdtC_1,g4,g9,0
mdtC_3~~~mdtC_1,g5,g6,1
mdtC_3~~~mdtC_1,g5,g8,0
mdtC_3~~~mdtC_1,g5,g9,0
mdtC_3~~~mdtC_1,g6,g8,1
mdtC_3~~~mdtC_1,g6,g9,1
mdtC_3~~~mdtC_1,g8,g9,0
mdtC_3~~~mdtC_1,g11,g4,1
mdtC_3~~~mdtC_1,g11,g5,1
mdtC_3~~~mdtC_1,g11,g6,0
mdtC_3~~~mdtC_1,g11,g8,1
mdtC_3~~~mdtC_1,g11,g9,1
mdtC_3~~~mdtC_1,g11,g13,0
mdtC_3~~~mdtC_1,g11,g16,2
mdtC_3~~~mdtC_1,g11,g17,1
mdtC_3~~~mdtC_1,g11,g19,2
mdtC_3~~~mdtC_1,g13,g4,1
mdtC_3~~~mdtC_1,g13,g5,1
mdtC_3~~~mdtC_1,g13,g6,0
mdtC_3~~~mdtC_1,g13,g8,1
mdtC_3~~~mdtC_1,g13,g9,1
mdtC_3~~~mdtC_1,g13,g16,2
mdtC_3~~~mdtC_1,g13,g17,1
mdtC_3~~~mdtC_1,g13,g19,2
mdtC_3~~~mdtC_1,g16,g4,1
mdtC_3~~~mdtC_1,g16,g5,1
mdtC_3~~~mdtC_1,g16,g6,2
mdtC_3~~~mdtC_1,g16,g8,1
mdtC_3~~~mdtC_1,g16,g9,1
mdtC_3~~~mdtC_1,g16,g17,1
mdtC_3~~~mdtC_1,g16,g19,2
mdtC_3~~~mdtC_1,g17,g4,0
mdtC_3~~~mdtC_1,g17,g5,0
mdtC_3~~~mdtC_1,g17,g6,1
mdtC_3~~~mdtC_1,g17,g8,0
mdtC_3~~~mdtC_1,g17,g9,0
mdtC_3~~~mdtC_1,g17,g19,1
mdtC_3~~~mdtC_1,g19,g4,1
mdtC_3~~~mdtC_1,g19,g5,1
mdtC_3~~~mdtC_1,g19,g6,2
mdtC_3~~~mdtC_1,g19,g8,1
mdtC_3~~~mdtC_1,g19,g9,1
mdtE,g4,g5,0
mdtE,g4,g6,2
mdtE,g4,g8,0
mdtE,g4,g9,0
mdtE,g5,g6,2
mdtE,g5,g8,0
mdtE,g5,g9,0
mdtE,g6,g8,2
mdtE,g6,g9,2
mdtE,g8,g9,0
mdtE,g11,g4,0
mdtE,g11,g5,0
mdtE,g11,g6,2
mdtE,g11,g8,0
mdtE,g11,g9,0
mdtE,g11,g13,0
mdtE,g11,g16,0
mdtE,g11,g17,0
mdtE,g11,g19,2
mdtE,g13,g4,0
mdtE,g13,g5,0
mdtE,g13,g6,2
mdtE,g13,g8,0
mdtE,g13,g9,0
mdtE,g13,g16,0
mdtE,g13,g17,0
mdtE,g13,g19,2
mdtE,g16,g4,0
mdtE,g16,g5,0
mdtE,g16,g6,2
mdtE,g16,g8,0
mdtE,g16,g9,0
mdtE,g16,g17,0
mdtE,g16,g19,2
mdtE,g17,g4,0
mdtE,g17,g5,0
mdtE,g17,g6,2
mdtE,g17,g8,0
mdtE,g17,g9,0
mdtE,g17,g19,2
mdtE,g19,g4,2
mdtE,g19,g5,2
mdtE,g19,g6,0
mdtE,g19,g8,2
mdtE,g19,g9,2
mdtJ,g4,g5,0
mdtJ,g4,g6,1
mdtJ,g4,g8,0
mdtJ,g4,g9,0
mdtJ,g5,g6,1
mdtJ,g5,g8,0
mdtJ,g5,g9,0
mdtJ,g6,g8,1
mdtJ,g6,g9,1
mdtJ,g8,g9,0
mdtJ,g11,g4,4
mdtJ,g11,g5,4
mdtJ,g11,g6,3
mdtJ,g11,g8,4
mdtJ,g11,g9,4
mdtJ,g11,g13,0
mdtJ,g11,g16,4
mdtJ,g11,g17,4
mdtJ,g11,g19,0
mdtJ,g13,g4,4
mdtJ,g13,g5,4
mdtJ,g13,g6,3
mdtJ,g13,g8,4
mdtJ,g13,g9,4
mdtJ,g13,g16,4
mdtJ,g13,g17,4
mdtJ,g13,g19,0
mdtJ,g16,g4,0
mdtJ,g16,g5,0
mdtJ,g16,g6,1
mdtJ,g16,g8,0
mdtJ,g16,g9,0
mdtJ,g16,g17,0
mdtJ,g16,g19,4
mdtJ,g17,g4,0
mdtJ,g17,g5,0
mdtJ,g17,g6,1
mdtJ,g17,g8,0
mdtJ,g17,g9,0
mdtJ,g17,g19,4
mdtJ,g19,g4,4
mdtJ,g19,g5,4
mdtJ,g19,g6,3
mdtJ,g19,g8,4
mdtJ,g19,g9,4
mdtL,g4,g5,0
mdtL,g4,g6,4
mdtL,g4,g8,0
mdtL,g4,g9,0
mdtL,g5,g6,4
mdtL,g5,g8,0
mdtL,g5,g9,0
mdtL,g6,g8,4
mdtL,g6,g9,4
mdtL,g8,g9,0
mdtL,g11,g4,4
mdtL,g11,g5,4
mdtL,g11,g6,2
mdtL,g11,g8,4
mdtL,g11,g9,4
mdtL,g11,g13,0
mdtL,g11,g16,0
mdtL,g11,g17,0
mdtL,g11,g19,2
mdtL,g13,g4,4
mdtL,g13,g5,4
mdtL,g13,g6,2
mdtL,g13,g8,4
mdtL,g13,g9,4
mdtL,g13,g16,0
mdtL,g13,g17,0
mdtL,g13,g19,2
mdtL,g16,g4,4
mdtL,g16,g5,4
mdtL,g16,g6,2
mdtL,g16,g8,4
mdtL,g16,g9,4
mdtL,g16,g17,0
mdtL,g16,g19,2
mdtL,g17,g4,4
mdtL,g17,g5,4
mdtL,g17,g6,2
mdtL,g17,g8,4
mdtL,g17,g9,4
mdtL,g17,g19,2
mdtL,g19,g4,4
mdtL,g19,g5,4
mdtL,g19,g6,2
mdtL,g19,g8,4
mdtL,g19,g9,4
mdtN,g4,g5,0
mdtN,g4,g6,6
mdtN,g4,g8,0
mdtN,g4,g9,0
mdtN,g5,g6,6
mdtN,g5,g8,0
mdtN,g5,g9,0
mdtN,g6,g8,6
mdtN,g6,g9,6
mdtN,g8,g9,0
mdtN,g11,g4,6
mdtN,g11,g5,6
mdtN,g11,g6,0
mdtN,g11,g8,6
mdtN,g11,g9,6
mdtN,g11,g13,0
mdtN,g11,g16,6
mdtN,g11,g17,6
mdtN,g11,g19,6
mdtN,g13,g4,6
mdtN,g13,g5,6
mdtN,g13,g6,0
mdtN,g13,g8,6
mdtN,g13,g9,6
mdtN,g13,g16,6
mdtN,g13,g17,6
mdtN,g13,g19,6
mdtN,g16,g4,0
mdtN,g16,g5,0
mdtN,g16,g6,6
mdtN,g16,g8,0
mdtN,g16,g9,0
mdtN,g16,g17,0
mdtN,g16,g19,0
mdtN,g17,g4,0
mdtN,g17,g5,0
mdtN,g17,g6,6
mdtN,g17,g8,0
mdtN,g17,g9,0
mdtN,g17,g19,0
mdtN,g19,g4,0
mdtN,g19,g5,0
mdtN,g19,g6,6
mdtN,g19,g8,0
mdtN,g19,g9,0
melA~~~melA_1,g4,g5,0
melA~~~melA_1,g4,g6,13
melA~~~melA_1,g4,g8,0
melA~~~melA_1,g4,g9,0
melA~~~melA_1,g5,g6,13
melA~~~melA_1,g5,g8,0
melA~~~melA_1,g5,g9,0
melA~~~melA_1,g6,g8,13
melA~~~melA_1,g6,g9,13
melA~~~melA_1,g8,g9,0
melA~~~melA_1,g11,g4,0
melA~~~melA_1,g11,g5,0
melA~~~melA_1,g11,g6,13
melA~~~melA_1,g11,g8,0
melA~~~melA_1,g11,g9,0
melA~~~melA_1,g11,g13,0
melA~~~melA_1,g11,g16,0
melA~~~melA_1,g11,g17,0
melA~~~melA_1,g11,g19,0
melA~~~melA_1,g13,g4,0
melA~~~melA_1,g13,g5,0
melA~~~melA_1,g13,g6,13
melA~~~melA_1,g13,g8,0
melA~~~melA_1,g13,g9,0
melA~~~melA_1,g13,g16,0
melA~~~melA_1,g13,g17,0
melA~~~melA_1,g13,g19,0
melA~~~melA_1,g16,g4,0
melA~~~melA_1,g16,g5,0
melA~~~melA_1,g16,g6,13
melA~~~melA_1,g16,g8,0
melA~~~melA_1,g16,g9,0
melA~~~melA_1,g16,g17,0
melA~~~melA_1,g16,g19,0
melA~~~melA_1,g17,g4,0
melA~~~melA_1,g17,g5,0
melA~~~melA_1,g17,g6,13
melA~~~melA_1,g17,g8,0
melA~~~melA_1,g17,g9,0
melA~~~melA_1,g17,g19,0
melA~~~melA_1,g19,g4,0
melA~~~melA_1,g19,g5,0
melA~~~melA_1,g19,g6,13
melA~~~melA_1,g19,g8,0
melA~~~melA_1,g19,g9,0
melD_1,g4,g5,0
melD_1,g4,g6,5
melD_1,g4,g8,0
melD_1,g4,g9,0
melD_1,g5,g6,5
melD_1,g5,g8,0
melD_1,g5,g9,0
melD_1,g6,g8,5
melD_1,g6,g9,5
melD_1,g8,g9,0
melD_1,g11,g4,6
melD_1,g11,g5,6
melD_1,g11,g6,3
melD_1,g11,g8,6
melD_1,g11,g9,6
melD_1,g11,g13,0
melD_1,g11,g16,3
melD_1,g11,g17,3
melD_1,g11,g19,0
melD_1,g13,g4,6
melD_1,g13,g5,6
melD_1,g13,g6,3
melD_1,g13,g8,6
melD_1,g13,g9,6
melD_1,g13,g16,3
melD_1,g13,g17,3
melD_1,g13,g19,0
melD_1,g16,g4,7
melD_1,g16,g5,7
melD_1,g16,g6,4
melD_1,g16,g8,7
melD_1,g16,g9,7
melD_1,g16,g17,0
melD_1,g16,g19,3
melD_1,g17,g4,7
melD_1,g17,g5,7
melD_1,g17,g6,4
melD_1,g17,g8,7
melD_1,g17,g9,7
melD_1,g17,g19,3
melD_1,g19,g4,6
melD_1,g19,g5,6
melD_1,g19,g6,3
melD_1,g19,g8,6
melD_1,g19,g9,6
melD_2,g4,g5,0
melD_2,g4,g6,19
melD_2,g4,g8,0
melD_2,g4,g9,0
melD_2,g5,g6,19
melD_2,g5,g8,0
melD_2,g5,g9,0
melD_2,g6,g8,19
melD_2,g6,g9,19
melD_2,g8,g9,0
melD_2,g11,g4,20
melD_2,g11,g5,20
melD_2,g11,g6,5
melD_2,g11,g8,20
melD_2,g11,g9,20
melD_2,g11,g13,0
melD_2,g11,g16,22
melD_2,g11,g17,22
melD_2,g11,g19,0
melD_2,g13,g4,20
melD_2,g13,g5,20
melD_2,g13,g6,5
melD_2,g13,g8,20
melD_2,g13,g9,20
melD_2,g13,g16,22
melD_2,g13,g17,22
melD_2,g13,g19,0
melD_2,g16,g4,2
melD_2,g16,g5,2
melD_2,g16,g6,21
melD_2,g16,g8,2
melD_2,g16,g9,2
melD_2,g16,g17,0
melD_2,g16,g19,22
melD_2,g17,g4,2
melD_2,g17,g5,2
melD_2,g17,g6,21
melD_2,g17,g8,2
melD_2,g17,g9,2
melD_2,g17,g19,22
melD_2,g19,g4,20
melD_2,g19,g5,20
melD_2,g19,g6,5
melD_2,g19,g8,20
melD_2,g19,g9,20
melD_3,g4,g5,0
melD_3,g4,g6,0
melD_3,g4,g8,0
melD_3,g4,g9,1
melD_3,g5,g6,0
melD_3,g5,g8,0
melD_3,g5,g9,1
melD_3,g6,g8,0
melD_3,g6,g9,1
melD_3,g8,g9,1
melD_3,g11,g4,2
melD_3,g11,g5,2
melD_3,g11,g6,2
melD_3,g11,g8,2
melD_3,g11,g9,3
melD_3,g11,g13,0
melD_3,g11,g16,2
melD_3,g11,g17,2
melD_3,g11,g19,1
melD_3,g13,g4,2
melD_3,g13,g5,2
melD_3,g13,g6,2
melD_3,g13,g8,2
melD_3,g13,g9,3
melD_3,g13,g16,2
melD_3,g13,g17,2
melD_3,g13,g19,1
melD_3,g16,g4,0
melD_3,g16,g5,0
melD_3,g16,g6,0
melD_3,g16,g8,0
melD_3,g16,g9,1
melD_3,g16,g17,0
melD_3,g16,g19,3
melD_3,g17,g4,0
melD_3,g17,g5,0
melD_3,g17,g6,0
melD_3,g17,g8,0
melD_3,g17,g9,1
melD_3,g17,g19,3
melD_3,g19,g4,3
melD_3,g19,g5,3
melD_3,g19,g6,3
melD_3,g19,g8,3
melD_3,g19,g9,4
melD_4,g4,g5,0
melD_4,g4,g6,0
melD_4,g4,g8,0
melD_4,g4,g9,0
melD_4,g5,g6,0
melD_4,g5,g8,0
melD_4,g5,g9,0
melD_4,g6,g8,0
melD_4,g6,g9,0
melD_4,g8,g9,0
melD_4,g11,g4,0
melD_4,g11,g5,0
melD_4,g11,g6,0
melD_4,g11,g8,0
melD_4,g11,g9,0
melD_4,g11,g13,1
melD_4,g11,g16,0
melD_4,g11,g17,0
melD_4,g11,g19,0
melD_4,g13,g4,1
melD_4,g13,g5,1
melD_4,g13,g6,1
melD_4,g13,g8,1
melD_4,g13,g9,1
melD_4,g13,g16,1
melD_4,g13,g17,1
melD_4,g13,g19,1
melD_4,g16,g4,0
melD_4,g16,g5,0
melD_4,g16,g6,0
melD_4,g16,g8,0
melD_4,g16,g9,0
melD_4,g16,g17,0
melD_4,g16,g19,0
melD_4,g17,g4,0
melD_4,g17,g5,0
melD_4,g17,g6,0
melD_4,g17,g8,0
melD_4,g17,g9,0
melD_4,g17,g19,0
melD_4,g19,g4,0
melD_4,g19,g5,0
melD_4,g19,g6,0
melD_4,g19,g8,0
melD_4,g19,g9,0
melD_5,g4,g5,0
melD_5,g4,g6,0
melD_5,g4,g8,0
melD_5,g4,g9,0
melD_5,g5,g6,0
melD_5,g5,g8,0
melD_5,g5,g9,0
melD_5,g6,g8,0
melD_5,g6,g9,0
melD_5,g8,g9,0
melD_5,g11,g4,1
melD_5,g11,g5,1
melD_5,g11,g6,1
melD_5,g11,g8,1
melD_5,g11,g9,1
melD_5,g11,g13,0
melD_5,g11,g16,1
melD_5,g11,g17,1
melD_5,g11,g19,0
melD_5,g13,g4,1
melD_5,g13,g5,1
melD_5,g13,g6,1
melD_5,g13,g8,1
melD_5,g13,g9,1
melD_5,g13,g16,1
