gene,g21,g22,g23,g24,g25,g26,g27,g31,g32,g33,g34,g35,g36,g37,g39,g41,g43,g44,g45
kduD_1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1
kduD_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kduD_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kduI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kduI1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kefB~~~kefC_2~~~kefC_1,3,1,1,1,2,3,2,2,2,2,2,2,2,2,1,2,1,2,1
kefC_2~~~kefC_1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kefG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kipR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
klcA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kmo~~~hpxO,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
kpsM_1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1
kpsM_2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kpsM_2~~~kpsM_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kpsT,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1
ku_1~~~ku_2,0,0,0,2,2,2,1,0,0,1,0,0,2,2,0,0,2,0,0
ku_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ku_3,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
ku_7~~~ku_4,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
kup_1~~~kup_8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kup_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kup_2~~~kup_1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1
kup_2~~~kup_3~~~kup_5,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
kup_3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
kup_4~~~kup_7,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
kup_6,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
kup_6~~~kup_3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
kup_7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
laaA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lacE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lacF_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lacF_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lacF_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lacF_5~~~lacF_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lacF_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lacF_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lacG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lasI,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
lcdH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lcfB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lcfB_3~~~lcfB_1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ldc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
legI,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
lemA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lepA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lepB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lerK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
leuA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
leuB_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
leuB_2~~~ttuC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
leuC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
leuD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
leuE,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
leuS_2~~~leuS_1~~~leuS,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1
lexA_2~~~lexA_3~~~lexA_1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2
lexA_2~~~lexA_5,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
lexA_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lexA_4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
lfrA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lfrA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lgoD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lgoR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lgt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lhgD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
licH~~~bglT,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1
lig,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ligA_1~~~ligA_2~~~ligA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
ligC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ligD_1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
ligD_1~~~ligD_4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ligD_2~~~ligD_6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ligD_3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ligD_4,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
ligD_5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ligD_5~~~ligD_1~~~ku_4~~~ku_1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2
ligD_5~~~ligD_7~~~ligD_2,0,2,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
ligD_6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ligD_6~~~ligD_5~~~ligD_1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1
ligD_6~~~ligD_5~~~ligD_2~~~ligD_4~~~ligD_1~~~ligD_3,2,1,1,1,1,1,1,1,2,0,2,2,1,2,1,1,1,1,1
ligE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ligK,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ligK_2~~~proA_1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
ligK_3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
ligU,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
linC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
linX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
linX_2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lipA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lipB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
livF_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
livF_2~~~btuD_9~~~artM_1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2
livF_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
livF_3~~~livF_4~~~livF_1,0,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,0,0,1
livF_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
livF_5~~~livF_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
livH_1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
livH_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
livH_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
livH_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
livH_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
livK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
livQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lldD_1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1
lldD_2~~~lldD_3,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
lldD_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lldR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lldR_2~~~nanR_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lnrL_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lnrL_1~~~lnrL_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lnt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lolD_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lolD_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lolD_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lolE_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lolE_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lon2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lpd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lpd3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lpdV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lptA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lptB_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lptB_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lptB_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lptB_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lptD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lpxA,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1
lpxC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lpxD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lpxH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lpxI~~~lpxB,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
lpxK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lpxL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lrpC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lrp_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lrp_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lrp_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lrp_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lrp_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lrp_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lrp_7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lrp_9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lspA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrA_1~~~araG_1~~~lsrA_2,0,1,2,2,0,0,0,1,1,0,1,1,0,2,0,1,1,0,1
lsrA_2~~~lsrA_1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1
lsrB_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrB_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrB_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrB_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrB_5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lsrC_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrC_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrC_2~~~lsrC_3,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
lsrC_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrD_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrD_2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2
lsrD_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lsrR_1~~~lsrR_2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
lsrR_2~~~lsrR_1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
ltaE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ltnD_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ltnD_2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ltrA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ltrA_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltrA_2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltxB,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lutA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lutR_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lutR_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lutR_1~~~lutR_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lutR_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lutR_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lutR_5,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
lutR_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lutR_6~~~lutR_7~~~lutR_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lutR_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lutR_9~~~lutR_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
luxA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
luxR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lvr,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
lysA_2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
lysA~~~lysA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lysC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
lysDH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lysN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lysS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lyx,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
maa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
macA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
macA_1~~~macA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
macA_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
macB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
maiA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
maiA_1~~~maiA_2,1,0,0,1,1,1,1,1,2,1,1,1,1,0,1,1,0,1,1
mak,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malE,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1
malK_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malK_11~~~malK_1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1
malK_2~~~btuD_16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malK_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malK_4~~~malK_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malK_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malK_6~~~malK_9~~~malK_2~~~malK_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malK_7~~~msiK~~~malK_5~~~msmX_3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
malK_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malK_9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malK_9~~~malK_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malL_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malL_2~~~malL_1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
malP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malT_2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malT_2~~~degU_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
malT_2~~~malT_1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
mamZ~~~msrP_3~~~msrP_2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
map_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
map_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mauC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mauG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mazG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mcbR_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mcbR_2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
mcbR_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mcbR_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mcl2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdeA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdh_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdh_1~~~mdh_2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdtA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdtA_2~~~mdtA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdtA_3,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
mdtA_3~~~bepF_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
mdtA_4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdtB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdtC_1~~~bepE,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdtC_1~~~mdtC_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdtC_4~~~mdtC_1~~~cusA,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdtD~~~ribZ,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1
mdtI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdtJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdtK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mdtL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
melA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
melA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
melD_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
melD_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
melD_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
melD_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
melD_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
melD_6,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1
melE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
melR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
menB_1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
menB~~~paaG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
menE_1~~~fadA_1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
menE_1~~~menE_2,2,3,3,2,1,3,1,2,3,1,1,1,3,3,2,1,1,1,3
menE_2~~~lcfB_2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menE~~~menE_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
menF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
menH_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
menH_1~~~menH_2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
menH_3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
mepA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
merA,2,1,1,0,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2
metAA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metH_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metH_3~~~metH_2~~~metH_1,1,2,2,2,2,2,1,2,3,2,2,3,2,1,1,1,2,2,2
metI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
metZ_2~~~metC_2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
mfd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mftE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mglA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mglA_2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
mglA_4~~~mglA_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mglA_5~~~mglA_3~~~araG_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mglA_6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mglA_6~~~mglA_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mglA_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mglA_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mglB,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
mglB_1~~~mglB,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
mgsA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mgtE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mgtE_1~~~mgtE_2,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,2,0,0,1
mhpC,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
mhqA,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1
mhqD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mhqD_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mhqO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mhqO_1~~~mhqE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mhqO_2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
miaA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
miaB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
minC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
