gradient,population,site,year,yday,dayl_s,prcp_mm_day,srad_w_m_2,swe_kg_m_2,tmax_deg_c,tmin_deg_c,vp_pa,ydate,ymonth,latitude_dec,longitude_dec,elevation_m
urbanization,suburban,gp,2022,93,45136.38,1.38,343.6,0,12.8,4.12,819.63,2022-04-03T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,94,45296.3,0,377.12,0,12.45,2.86,750.14,2022-04-04T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,95,45455.87,15.12,303.96,0,14.36,3.86,805.17,2022-04-05T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,96,45615.06,12.47,173.3,0,12.78,7.68,1049.12,2022-04-06T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,97,45773.83,44.24,193.68,0,13.5,7.76,1054.72,2022-04-07T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,98,45932.15,4.65,317.64,0,17.33,6.11,942.08,2022-04-08T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,99,46090,2.85,247.52,0,13.9,6.28,953.21,2022-04-09T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,100,46247.34,0,298.15,0,10.7,4.26,827.8,2022-04-10T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,101,46404.14,0,497.48,0,16.54,1.91,700.8,2022-04-11T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,102,46560.37,0,503.07,0,23.12,6.51,967.91,2022-04-12T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,103,46715.99,0,490.97,0,26.94,10.57,1275.08,2022-04-13T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,104,46870.97,4.12,350.53,0,28.45,13.77,1574.22,2022-04-14T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,105,47025.27,0,475.08,0,21,7.79,1056.92,2022-04-15T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,106,47178.86,1.73,475.8,0,23.4,9.56,1191.65,2022-04-16T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,107,47331.7,0,391.25,0,13.98,5.06,875.73,2022-04-17T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,108,47483.76,36.32,314.87,0,9.87,0.4,628.68,2022-04-18T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,109,47635,0.44,364.47,0,11,3.17,766.58,2022-04-19T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,110,47785.37,0,479.12,0,15.25,3.08,761.59,2022-04-20T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,111,47934.84,0,485.63,0,17.52,4.76,857.49,2022-04-21T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,112,48083.37,0,497.46,0,21.4,7.15,1011.58,2022-04-22T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,113,48230.92,0,350.32,0,17.95,9.94,1222.74,2022-04-23T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,114,48377.44,0,461.9,0,21.72,9.31,1172.13,2022-04-24T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,115,48522.89,0,381.79,0,17.16,8.22,1088.51,2022-04-25T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,116,48667.23,0.75,409.09,0,21.06,10.84,1298.21,2022-04-26T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,117,48810.41,0,315.98,0,13.65,6.69,980.07,2022-04-27T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,118,48952.4,0,475.92,0,14.5,2.27,719.42,2022-04-28T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,119,49093.13,0,521.97,0,17.8,2.54,733.08,2022-04-29T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,120,49232.57,0,534.77,0,20.18,3.5,784.68,2022-04-30T00:00:00Z,4,39.9,-75.29,31.04
urbanization,suburban,gp,2022,121,49370.66,1.03,537.68,0,21.94,4.39,835.5,2022-05-01T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,122,49507.37,0,455.28,0,22.78,10.34,1255.61,2022-05-02T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,123,49642.63,3.98,325.76,0,22.24,10.71,1286.74,2022-05-03T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,124,49776.4,2.51,294.57,0,19.62,9.88,1217.51,2022-05-04T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,125,49908.63,0,400.79,0,22.96,12.66,1463.82,2022-05-05T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,126,50039.26,27.88,168.72,0,15.86,10.84,1298.47,2022-05-06T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,127,50168.24,26.42,141.12,0,11.3,7.31,1022.98,2022-05-07T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,128,50295.53,0,399.18,0,14.96,5.56,906.54,2022-05-08T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,129,50421.07,0,511.88,0,21.91,6.69,980.29,2022-05-09T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,130,50544.79,0,462.18,0,22.78,9.95,1223.06,2022-05-10T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,131,50666.66,0,456.92,0,22.46,10,1227.41,2022-05-11T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,132,50786.6,0,437.54,0,24.05,12.34,1433.77,2022-05-12T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,133,50904.58,7.41,275.43,0,23.75,14.69,1671.05,2022-05-13T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,134,51020.53,5.49,182.63,0,21.72,16.23,1844.08,2022-05-14T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,135,51134.39,0,365.02,0,25.92,17.01,1938.14,2022-05-15T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,136,51246.11,1.22,401.73,0,26.05,16.07,1825.69,2022-05-16T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,137,51355.64,0,504.27,0,26.79,11.98,1399.93,2022-05-17T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,138,51462.91,7.11,348.57,0,23.07,10.95,1307.25,2022-05-18T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,139,51567.88,0,469.08,0,25.49,12.67,1464.52,2022-05-19T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,140,51670.47,5.12,374.44,0,29.9,14.32,1631.19,2022-05-20T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,141,51770.65,0,486.9,0,33.81,17.68,2022.02,2022-05-21T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,142,51868.35,0.61,431.39,0,32.63,19.9,2322.95,2022-05-22T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,143,51963.51,0,368.6,0,25.34,16.13,1832.85,2022-05-23T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,144,52056.09,0,301.94,0,21.23,14.33,1632.1,2022-05-24T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,145,52146.02,0,434.1,0,23.38,12.33,1432.49,2022-05-25T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,146,52233.26,6.32,325.67,0,22.75,11.76,1379.97,2022-05-26T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,147,52317.74,26.41,274.66,0,25.43,16.32,1854.97,2022-05-27T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,148,52399.43,4.67,233.31,0,25.49,18.03,2066.33,2022-05-28T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,149,52478.26,0,431.3,0,27.15,15.84,1798.79,2022-05-29T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,150,52554.18,0,494.29,0,30.91,15.8,1793.88,2022-05-30T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,151,52627.16,0,461.04,0,34.26,20.09,2350.34,2022-05-31T00:00:00Z,5,39.9,-75.29,31.04
urbanization,suburban,gp,2022,152,52697.13,0,418.68,0,29.81,18.69,2153.55,2022-06-01T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,153,52764.06,25.39,341.63,0,29.67,17.05,1942.31,2022-06-02T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,154,52827.89,0,359.27,0,26.46,17.8,2036.81,2022-06-03T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,155,52888.59,0,490.61,0,28.95,14.68,1670.06,2022-06-04T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,156,52946.11,0,439.89,0,26.2,14.66,1667.5,2022-06-05T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,157,53000.41,0,500.31,0,27.21,12.32,1432.01,2022-06-06T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,158,53051.45,1.86,434.23,0,26.44,14.75,1677.13,2022-06-07T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,159,53099.21,21.39,280.66,0,29.49,19.57,2274.95,2022-06-08T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,160,53143.63,0,346.71,0,27.88,19.13,2213.5,2022-06-09T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,161,53184.7,0,441.58,0,26.61,14.88,1691.25,2022-06-10T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,162,53222.38,16.22,189.63,0,22.68,16.96,1932.3,2022-06-11T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,163,53256.64,13.3,292.45,0,25.94,16.26,1847.33,2022-06-12T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,164,53287.46,1.5,444.23,0,31.33,18.51,2129.81,2022-06-13T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,165,53314.82,0.52,402.79,0,28.64,17.93,2054.01,2022-06-14T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,166,53338.69,6.25,342.57,0,30.28,17,1936.29,2022-06-15T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,167,53359.06,5.36,236.57,0,25.92,18.28,2099.71,2022-06-16T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,168,53375.91,0,456.31,0,33.61,19.62,2283.15,2022-06-17T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,169,53389.22,0,281.02,0,23.74,17.25,1967.73,2022-06-18T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,170,53399,0,449.64,0,23.84,12.47,1446.14,2022-06-19T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,171,53405.23,0,515.07,0,26.79,11.71,1375.18,2022-06-20T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,172,53407.9,0,464.64,0,26.93,14.48,1647.7,2022-06-21T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,173,53407.02,0.63,296.5,0,24.6,17.8,2036.77,2022-06-22T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,174,53402.59,9.2,194.72,0,22.54,16.79,1911.58,2022-06-23T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,175,53394.6,0,458.12,0,27.74,15.48,1757.39,2022-06-24T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,176,53383.07,0,465.46,0,31.36,17.86,2045.28,2022-06-25T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,177,53368,0,424.41,0,31.65,19.83,2312.07,2022-06-26T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,178,53349.4,9.34,229,0,28.11,20.64,2430.84,2022-06-27T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,179,53327.3,0,398.69,0,27.11,17.06,1944.4,2022-06-28T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,180,53301.69,0,483.73,0,30.1,15.97,1813.52,2022-06-29T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,181,53272.62,0,455.49,0,32.12,18.89,2181.88,2022-06-30T00:00:00Z,6,39.9,-75.29,31.04
urbanization,suburban,gp,2022,182,53240.09,0,439.54,0,33.58,20.64,2431.63,2022-07-01T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,183,53204.13,4.99,284.57,0,32.89,22.52,2728.39,2022-07-02T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,184,53164.77,0,384.59,0,31.47,21.18,2512.86,2022-07-03T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,185,53122.03,0,448.47,0,30.48,17.97,2058.95,2022-07-04T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,186,53075.95,1.81,408.01,0,30.58,19.67,2290.45,2022-07-05T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,187,53026.56,12.55,263.34,0,31.39,22.35,2699.74,2022-07-06T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,188,52973.9,23.98,260.39,0,28.86,20.38,2393.06,2022-07-07T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,189,52918,0,430.37,0,30.3,18.77,2164.92,2022-07-08T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,190,52858.9,1.07,206.84,0,25.03,20.44,2401.66,2022-07-09T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,191,52796.64,0,400.75,0,27.92,18.02,2065.61,2022-07-10T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,192,52731.27,0,467.42,0,29.3,16.32,1854.8,2022-07-11T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,193,52662.83,0,458.95,0,32.82,19.22,2226.66,2022-07-12T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,194,52591.36,0,413.58,0,32.38,20.92,2473.44,2022-07-13T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,195,52516.92,0,372.16,0,32.26,22.32,2694.29,2022-07-14T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,196,52439.55,2.19,302.41,0,31.03,20.3,2380.87,2022-07-15T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,197,52359.3,1.81,373.75,0,30.97,21.21,2518.45,2022-07-16T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,198,52276.22,0,349.63,0,29.69,20.99,2483.66,2022-07-17T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,199,52190.36,0.53,369.19,0,33.24,23.22,2845.15,2022-07-18T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,200,52101.78,0,373.9,0,33.28,23.11,2826.26,2022-07-19T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,201,52010.53,0,413.43,0,34.87,22.87,2786.32,2022-07-20T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,202,51916.67,0,380.09,0,35.21,24.45,3064.94,2022-07-21T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,203,51820.24,0,395.56,0,35.38,23.86,2957.96,2022-07-22T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,204,51721.31,0,393.41,0,35.97,24.22,3023.31,2022-07-23T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,205,51619.92,0,424.56,0,36.34,23.08,2821.9,2022-07-24T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,206,51516.15,2.59,222,0,32.72,24.96,3158.4,2022-07-25T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,207,51410.03,0,210.87,0,27.4,22.5,2724.38,2022-07-26T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,208,51301.63,0,342.5,0,30.8,22.09,2657.18,2022-07-27T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,209,51191.01,10.48,282.88,0,33.03,22.76,2768.43,2022-07-28T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,210,51078.22,1.39,342.17,0,30.3,21.76,2604.12,2022-07-29T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,211,50963.32,0,379.67,0,31.41,21.56,2572.83,2022-07-30T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,212,50846.36,6.76,331.18,0,32.02,19.58,2277.33,2022-07-31T00:00:00Z,7,39.9,-75.29,31.04
urbanization,suburban,gp,2022,213,50727.4,0.99,302.21,0,26.81,19.89,2321.81,2022-08-01T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,214,50606.49,0,433.41,0,32.93,20.61,2426.63,2022-08-02T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,215,50483.7,0,417.4,0,32.87,21.25,2524.94,2022-08-03T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,216,50359.07,2.26,329.59,0,35.4,21.88,2623.41,2022-08-04T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,217,50232.66,0,388.61,0,32.66,22.07,2654.3,2022-08-05T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,218,50104.52,0,365.97,0,32.3,22.53,2730,2022-08-06T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,219,49974.72,0,353.56,0,33.83,24.19,3016.95,2022-08-07T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,220,49843.29,0,341.66,0,34.67,25.11,3187.65,2022-08-08T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,221,49710.29,9.25,268.56,0,35.97,25.49,3260.11,2022-08-09T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,222,49575.77,23.46,243.94,0,32.42,23.85,2956.88,2022-08-10T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,223,49439.79,0,349.68,0,31.51,22.42,2710.84,2022-08-11T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,224,49302.39,0,361.56,0,29.65,20.52,2414.01,2022-08-12T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,225,49163.62,0,445.75,0,28.21,16.05,1823.42,2022-08-13T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,226,49023.54,0,427.27,0,29.28,17.65,2018.42,2022-08-14T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,227,48882.18,0,402.72,0,28.23,17.73,2028.52,2022-08-15T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,228,48739.6,0,442.26,0,28.32,16,1817.57,2022-08-16T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,229,48595.83,0,402.81,0,27.99,17.34,1979.37,2022-08-17T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,230,48450.94,0,454.2,0,29.89,16.34,1857.17,2022-08-18T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,231,48304.95,0,461.24,0,32.68,17.69,2022.69,2022-08-19T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,232,48157.92,0,416.72,0,33.13,20.37,2391.29,2022-08-20T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,233,48009.88,3.6,258.72,0,29.53,20.37,2390.77,2022-08-21T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,234,47860.88,2.06,245.84,0,30.1,21.43,2551.69,2022-08-22T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,235,47710.95,0,374.14,0,29.79,19.64,2285.12,2022-08-23T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,236,47560.15,0,403.51,0,31.54,19.68,2291.26,2022-08-24T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,237,47408.5,0,425.29,0,32.71,19.17,2219.78,2022-08-25T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,238,47256.05,0,373.03,0,32.9,21.63,2583.32,2022-08-26T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,239,47102.83,0,358.72,0,32.26,21.64,2585.35,2022-08-27T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,240,46948.88,0,320.43,0,31.24,22.12,2662.64,2022-08-28T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,241,46794.24,0,342.93,0,32.8,22.54,2730.58,2022-08-29T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,242,46638.94,7.41,257.49,0,33.52,23.07,2820.04,2022-08-30T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,243,46483.01,0,319.88,0,29.2,20.28,2378.51,2022-08-31T00:00:00Z,8,39.9,-75.29,31.04
urbanization,suburban,gp,2022,244,46326.5,0,412.66,0,30.68,17.63,2014.84,2022-09-01T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,245,46169.42,0,409.96,0,28.61,16.07,1825,2022-09-02T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,246,46011.83,0,405.21,0,30.15,17.42,1988.44,2022-09-03T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,247,45853.74,0,386.23,0,32.26,19.82,2310.62,2022-09-04T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,248,45695.19,31.68,255.85,0,31.23,20.87,2465.82,2022-09-05T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,249,45536.21,33.44,100.07,0,24.22,20.86,2464.64,2022-09-06T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,250,45376.83,0.93,118.21,0,22.4,19.58,2277.19,2022-09-07T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,251,45217.08,0,344.24,0,26.66,17.08,1946.79,2022-09-08T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,252,45056.99,0,401.32,0,27.69,15.32,1739.43,2022-09-09T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,253,44896.59,0,411.46,0,27.74,14.59,1659.55,2022-09-10T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,254,44735.91,8.79,150.55,0,24.15,18.93,2186.63,2022-09-11T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,255,44574.97,1.11,272.7,0,29.38,21.61,2581.17,2022-09-12T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,256,44413.8,0,297.56,0,28.25,19.85,2315.12,2022-09-13T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,257,44252.43,0,374.05,0,26.67,15.48,1757.9,2022-09-14T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,258,44090.89,0,332.15,0,24.25,15.09,1714.11,2022-09-15T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,259,43929.21,0,421.31,0,25.38,11.61,1366.17,2022-09-16T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,260,43767.4,0,400.58,0,27.28,14.25,1623.65,2022-09-17T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,261,43605.51,0,385.82,0,28.7,16.12,1830.72,2022-09-18T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,262,43443.54,0,381.39,0,30.31,17.44,1991.2,2022-09-19T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,263,43281.54,0,320.65,0,27.38,17.84,2041.82,2022-09-20T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,264,43119.52,0,384.96,0,28.3,15.29,1736.63,2022-09-21T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,265,42957.52,0.82,363.75,0,26.8,15.1,1714.94,2022-09-22T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,266,42795.56,0,329.88,0,19.37,10.09,1235.1,2022-09-23T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,267,42633.66,0,401.58,0,20.97,7.94,1067.61,2022-09-24T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,268,42471.85,2.85,272.65,0,24.19,12.65,1462.86,2022-09-25T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,269,42310.17,0,363.18,0,25.24,13.36,1532.84,2022-09-26T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,270,42148.63,0,322.48,0,22.2,12.52,1451.06,2022-09-27T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,271,41987.26,0,371.69,0,21.12,9.08,1153.44,2022-09-28T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,272,41826.09,0,341.23,0,20.74,10.16,1240.44,2022-09-29T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,273,41665.15,16.72,177.07,0,17.32,10.82,1296.75,2022-09-30T00:00:00Z,9,39.9,-75.29,31.04
urbanization,suburban,gp,2022,274,41504.46,14.19,127.56,0,16.17,11.71,1375.33,2022-10-01T00:00:00Z,10,39.9,-75.29,31.04
urbanization,suburban,gp,2022,275,41344.06,50.6,150,0,14.97,9.79,1210.08,2022-10-02T00:00:00Z,10,39.9,-75.29,31.04
urbanization,suburban,gp,2022,276,41183.97,9.72,101.62,0,10.89,7.64,1046.02,2022-10-03T00:00:00Z,10,39.9,-75.29,31.04
urbanization,suburban,gp,2022,277,41024.22,12.63,147.51,0,12.51,7.67,1048.69,2022-10-04T00:00:00Z,10,39.9,-75.29,31.04
urbanization,suburban,gp,2022,278,40864.83,0.54,252.51,0,16.64,10.06,1232.52,2022-10-05T00:00:00Z,10,39.9,-75.29,31.04
urbanization,suburban,gp,2022,279,40705.85,0,386.9,0,24.1,9.51,1187.53,2022-10-06T00:00:00Z,10,39.9,-75.29,31.04
urbanization,suburban,gp,2022,280,40547.3,0,369.1,0,25.21,11.3,1338.6,2022-10-07T00:00:00Z,10,39.9,-75.29,31.04
urbanization,suburban,gp,2022,281,40389.21,0,277.34,0,15.55,7.57,1041.56,2022-10-08T00:00:00Z,10,39.9,-75.29,31.04
